URL,Filepath,Artist,Title,Genre
https://www.jamendo.com/track/35353,soon_a_shine_will_come_-_amelie.mp3,AMÉLIE,soon a shine will come,pop
https://www.jamendo.com/track/1103980,The_One_I_Waited_For_-_Anydoll.mp3,ANYDOLL,The One I Waited For,pop
https://www.jamendo.com/track/1785168,Criminal_-_Axl_amp_Arth.mp3,AXL & ARTH,Criminal,pop
https://www.jamendo.com/track/493241,Danie_Nel_-_Heretic's_Bet_-_Danie_Nel.mp3,DANIE NEL,Danie Nel - Heretic's Bet,pop
https://www.jamendo.com/track/1932670,RED_LIGHT_-_EGOR_BUDENNYY.mp3,EGOR BUDENNYY,RED LIGHT,pop
https://www.jamendo.com/track/1955723,I._D._F._X._-_One_Day.mp3,I. D. F. X.,One Day,pop
https://www.jamendo.com/track/81659,Analogic_-_j.s.marti.mp3,J.S.MARTI,Analogic,pop
https://www.jamendo.com/track/450546,20_20_-_joshwoodward.mp3,JOSH WOODWARD,20/20,pop
https://www.jamendo.com/track/320059,Only_Whispering_-_joshwoodward.mp3,JOSH WOODWARD,Only Whispering,pop
https://www.jamendo.com/track/1273391,Nerves_-_lillywolf.mp3,LILLY WOLF,Nerves,pop
https://www.jamendo.com/track/74557,My_backyard_-_loonattic.mp3,LOON ATTIC,My backyard,pop
https://www.jamendo.com/track/1121395,Demon_-_Marco_Margna.mp3,MARCO MARGNA,Demon,pop
https://www.jamendo.com/track/1768731,See_The_World_-_Mercury_amp_The_Architects.mp3,MERCURY & THE ARCHITECTS,See The World,pop
https://www.jamendo.com/track/6606,A_song_for_memory_-_overallbrothers.mp3,OVER ALL BROTHERS,A song for memory,pop
https://www.jamendo.com/track/2057067,Samie_Bower_-_How_Far.mp3,SAMIE BOWER,How Far,pop
https://www.jamendo.com/track/1938879,Better_-_Square_a_Saw.mp3,SQUARE A SAW,Better,pop
https://www.jamendo.com/track/1696907,Luck's_All_Gone_-_The_Devil_Music_Co..mp3,THE DEVIL MUSIC CO.,Luck's All Gone,pop
https://www.jamendo.com/track/1791799,Find_A_Way_-_THE_DLX.mp3,THE DLX,Find A Way,pop
https://www.jamendo.com/track/1103977,Come_On_Join_In_-_Anydoll.mp3,ANYDOLL,Come On Join In,rock
https://www.jamendo.com/track/246,Take_Up_Arms_-_both.mp3,BOTH,Take Up Arms,rock
https://www.jamendo.com/track/984997,Rock_Paper_Scissors_-_DOWN_TO_NINE.mp3,DOWN TO NINE,Rock Paper Scissors,rock
https://www.jamendo.com/track/68461,Give_Me_Hell_-_dropalive.mp3,DROP ALIVE,Give Me Hell,rock
https://www.jamendo.com/track/149128,Betsy_-_Houdini_Roadshow.mp3,HOUDINI ROADSHOW,Betsy,rock
https://www.jamendo.com/track/149054,Sick_Love_-_Houdini_Roadshow.mp3,HOUDINI ROADSHOW,Sick Love,rock
https://www.jamendo.com/track/238747,don`t_believe_in_what_you_see_-_nocreeps.mp3,NOCREEPS,don`t believe in what you see,rock
https://www.jamendo.com/track/297913,Blue_Spirits_II_-_Unreal_Dreams_-_peergynt.lobogris.mp3,PEERGYNT LOBOGRIS,Blue Spirits II - Unreal Dreams,rock
https://www.jamendo.com/track/1008214,Don't_deal_-_robbiesavoxx.mp3,ROBERTO SAVOJNI,Don't deal,rock
https://www.jamendo.com/track/1169943,Earworm_-_JAIEF_ASONG.mp3,JAIEF & ASONG,Earworm,hiphop
https://www.jamendo.com/track/172016,Hold_You_Tight_(feat._Daniel_Gidlund)_-_Jonay.mp3,JONAY,Hold You Tight (feat. Daniel Gidlund),hiphop
https://www.jamendo.com/track/172023,It's_Over_(feat._Daniel_Gidlund)_-_Jonay.mp3,JONAY,It's Over (feat. Daniel Gidlund),hiphop
https://www.jamendo.com/track/2191574,Samie_Bower_-_Loose_Strings.mp3,SAMIE BOWER,Loose Strings,hiphop
https://www.jamendo.com/track/2180016,Tom_Orlando_-_Love_You_Anymore_(feat._Seven).mp3,TOM ORLANDO,Love You Anymore (feat. Seven),hiphop
https://www.jamendo.com/track/1344331,Ride_Or_Die_-_Josh_Ticsay.mp3,HULYOSON,Ride Or Die,indie
https://www.jamendo.com/track/1171563,I_Can_Do_Whatever_I_Wanna_Do_-_Roman_Ram_Lobashkov.mp3,ROMAN RAM LOBASHKOV,I Can Do Whatever I Wanna Do,indie
https://www.jamendo.com/track/2029445,Romancoke_-_Crystals_In_Our_Eyes.mp3,ROMANCOKE,Crystals In Our Eyes,indie
https://www.jamendo.com/track/1080503,Bitch_-_SadMe.mp3,SADME,Bitch,indie
https://www.jamendo.com/track/1357005,Out_Of_My_Time_-_The_Vow.mp3,THE VOW,Out Of My Time,indie
https://www.jamendo.com/track/1225957,Misery_-_VITNE.mp3,VITNE,Misery,indie
https://www.jamendo.com/track/1834483,Erick_Fill_&amp;_Alwaro_-_You'll_Be_Fine_ft._Crushboys_(Original_Mix)_-_erickfill.mp3,ERICKFILL,Erick Fill & Alwaro - You'll Be Fine ft. Crushboys (Original Mix),80s
https://www.jamendo.com/track/1396603,Be_With_You_-_Intrinsic_Nature.mp3,INTRINSIC NATURE,Be With You,80s
https://www.jamendo.com/track/1365363,8._I_still_Need_to_Know_-_Leo_Bowers.mp3,LEO BOWERS,8. I still Need to Know,80s
https://www.jamendo.com/track/636028,W83rd_-_The_Dada_Weatherman.mp3,JOHN DADA & THE WEATHERMEN,W83rd,blues
https://www.jamendo.com/track/1203669,They_Gunna_Kill_Me_Tonight_-_Robkay.mp3,ROBKAY,They Gunna Kill Me Tonight,blues
https://www.jamendo.com/track/14380,Grey_-_sicklow.mp3,SICKBOYS AND LOWMEN,Grey,blues
https://www.jamendo.com/track/1273387,Terrible_Mistake_-_lillywolf.mp3,LILLY WOLF,Terrible Mistake,electropop
https://www.jamendo.com/track/1834866,Golden_-_Neon_NiteClub.mp3,NEON NITECLUB,Golden,electropop
https://www.jamendo.com/track/1901140,Under_Water_-_the.madpix.project.mp3,THE.MADPIX.PROJECT,Under Water,electropop
https://www.jamendo.com/track/1194317,Down_Below_-_The_Dada_Weatherman.mp3,JOHN DADA & THE WEATHERMEN,Down Below,folk
https://www.jamendo.com/track/301971,Sugar_On_My_Tongue_-_joshwoodward.mp3,JOSH WOODWARD,Sugar On My Tongue,folk
https://www.jamendo.com/track/187013,Stroll_On_-_Manny.mp3,MANNY,Stroll On,folk
https://www.jamendo.com/track/1858689,Gimme_Love_Feat_Eric_Maseko_-_D_JAY_KOI.mp3,D JAY KOI,Gimme Love Feat Eric Maseko,funk
https://www.jamendo.com/track/1014963,Never_We´ll_Be_In_-_Sundayers.mp3,SUNDAYERS,Never We´ll Be In,funk
https://www.jamendo.com/track/1880064,Old_Money_(feat._Jade_Gritty_&amp;_AURC)_-_Tab.mp3,TAB,Old Money (feat. Jade Gritty & AURC),funk
https://www.jamendo.com/track/16862,Crash_Into_June_-_devonmiles.mp3,DEVONMILES,Crash Into June,metal
https://www.jamendo.com/track/339428,Like_A_Ghost_-_Hangman.mp3,HANGMAN,Like A Ghost,metal
https://www.jamendo.com/track/1901205,Unholy_Roller_-_Kill_City_Kills.mp3,KILL CITY KILLS,Unholy Roller,metal
https://www.jamendo.com/track/1103976,Hand_On_My_Heart_-_Anydoll.mp3,ANYDOLL,Hand On My Heart,poprock
https://www.jamendo.com/track/769000,Secret_in_Their_Eyes_[rock_pop_electro]_-_Capashen.mp3,CAPASHEN,Secret in Their Eyes [rock/pop electro],poprock
https://www.jamendo.com/track/1044778,Killing_Time_on_Broadway_-_Marwood_Williams.mp3,MARWOOD WILLIAMS,Killing Time on Broadway,poprock
https://www.jamendo.com/track/689543,I_Don't_Care_-_Ay-14ice.mp3,14ICE_MUSIC,I Don't Care,rnb
https://www.jamendo.com/track/1347387,Bralitz_-_Big_Big_Boss.mp3,BRALITZ,Big Big Boss,rnb
https://www.jamendo.com/track/1313449,10_Days_-_Forget_the_Whale.mp3,FORGET THE WHALE,10 Days,rnb
https://www.jamendo.com/track/1428773,The_Nighttime_Belongs_To_You_-_Barefoot_McCoy.mp3,BAREFOOT MCCOY,The Nighttime Belongs To You,country
https://www.jamendo.com/track/1302998,Raul_Cabezali_-_Shoot_Down_My_Woman.mp3,RAUL CABEZALI,Shoot Down My Woman,country
https://www.jamendo.com/track/1093610,Nightmare_-_lillywolf.mp3,LILLY WOLF,Nightmare,dance
https://www.jamendo.com/track/1214935,Wish_You_Were_Here_-_the.madpix.project.mp3,THE.MADPIX.PROJECT,Wish You Were Here,dance
https://www.jamendo.com/track/1876086,Love_of_My_Life_-_Ben_Lvcas.mp3,BEN LVCAS,Love of My Life,edm
https://www.jamendo.com/track/1859499,Alone_-_Nehilo_-_Nehilo.mp3,NEHILO,Alone - Nehilo,edm
https://www.jamendo.com/track/243036,Coffee_after_six_-_Crete_Boom.mp3,CRETE BOOM,Coffee after six,jazz
https://www.jamendo.com/track/243157,Going_West_-_Crete_Boom.mp3,CRETE BOOM,Going West,jazz
https://www.jamendo.com/track/231013,Music_-_cumshot.mp3,LOUDOG,Music,reggae
https://www.jamendo.com/track/1885367,the_plan_-_stoneface_priest_-_stonefacepriest.mp3,STONEFACEPRIEST,the plan - stoneface priest,reggae
https://www.jamendo.com/track/398186,Bye_Bye_Love_-_Jason_Silver.mp3,JASON SILVER,Bye Bye Love,singersongwriter
https://www.jamendo.com/track/398189,Needing_Yesterday_-_Jason_Silver.mp3,JASON SILVER,Needing Yesterday,singersongwriter
https://www.jamendo.com/track/1194314,Wonder_Girl_-_The_Dada_Weatherman.mp3,JOHN DADA & THE WEATHERMEN,Wonder Girl,unidentified
https://www.jamendo.com/track/1283374,I_Carry_Your_Heart_With_Me_(Voice_and_Piano)_-_Omega9.mp3,OMEGA9,I Carry Your Heart With Me (Voice and Piano),unidentified
https://www.jamendo.com/track/43983,Moon_-_cynicalsense.mp3,THE OLD DADA WEATHERMAN,Moon,popfolk
https://www.jamendo.com/track/1978409,The_Spin_Wires_-_Into_The_Night.mp3,THE SPIN WIRES,Into The Night,punk
https://www.jamendo.com/track/667747,Cigarettes_&_Coffee_-_cumshot.mp3,LOUDOG,Cigarettes & Coffee,ska
https://www.jamendo.com/track/1365649,7._Please_Come_Home_for_Christmas_-_Leo_Bowers.mp3,LEO BOWERS,7. Please Come Home for Christmas,soul
